seed,primary_length,Jv,k0,surface,length,axfold,radfold,delta,nude_length,integral_diff,0.01,0.02,0.03,0.045,0.06,0.08
37956972,0.05,0.0106827114333,327.66,0.000269240270943,0.9723,1.0,1.0,0.0015,0.025,0.00205517176928,13,23,23,15,3,3
11259971,0.05,0.00987658910839,327.66,0.000214136610135,0.7563,1.0,1.0,0.0015,0.03,-0.000671053239028,13,16,21,6,3,1
83468419,0.05,0.00938937096873,327.66,0.000237242709943,0.8594,1.0,1.0,0.0015,0.035,-0.000864932811174,10,21,16,17,5,2
83725838,0.05,0.0070489761035,327.66,0.000145144659357,0.484,1.0,1.0,0.00175,0.005,-0.00266970986265,6,16,16,5,1,1
98379881,0.05,0.00681928337315,327.66,0.000120573069408,0.4044,1.0,1.0,0.00175,0.01,-0.00578050718099,8,13,8,3,1,1
23304189,0.05,0.00459438150953,327.66,9.21499496973e-05,0.2801,1.0,1.0,0.00175,0.015,-0.00551173688434,5,6,7,4,0,0
50619172,0.05,0.0059659059533,327.66,0.000107103490905,0.3272,1.0,1.0,0.00175,0.02,-0.00332433311446,6,10,8,2,0,0
74150517,0.05,0.00905495505896,327.66,0.00019950018129,0.7288,1.0,1.0,0.00175,0.025,-0.00275526089438,10,17,17,10,2,2
99006947,0.05,0.00710998294481,327.66,0.000145945137165,0.4965,1.0,1.0,0.00175,0.03,-0.00366312514735,8,12,13,6,3,1
47412272,0.05,0.00613086390399,327.66,0.00012708156974,0.4142,1.0,1.0,0.00175,0.035,-0.00329934344363,5,14,12,4,1,1
49530984,0.05,0.00726424019767,327.66,0.000184455816638,0.6606,1.0,1.0,0.002,0.005,0.0012461513438,7,12,15,10,4,1
61253808,0.05,0.00864707590185,327.66,0.000218140538557,0.8178,1.0,1.0,0.002,0.01,0.00146355058467,7,12,17,10,9,5
74686220,0.05,0.00515744557263,327.66,8.78981810318e-05,0.2641,1.0,1.0,0.002,0.015,-0.00418773729836,5,10,7,1,0,0
75967411,0.05,0.00487382161205,327.66,7.69039262132e-05,0.2289,1.0,1.0,0.002,0.02,-0.00570274874619,5,7,7,2,0,0
46271222,0.05,0.0073983128795,327.66,0.000154011490462,0.5071,1.0,1.0,0.002,0.025,0.000930138198414,7,12,10,7,3,1
17114309,0.05,0.00698626645234,327.66,0.0001816156598,0.6564,1.0,1.0,0.002,0.03,-0.00173448030428,5,11,13,15,4,2
75139478,0.05,0.00498908541668,327.66,0.000104566592006,0.3321,1.0,1.0,0.002,0.035,-0.00332707770474,4,11,7,3,2,1
99947581,0.05,0.00460294440209,327.66,8.06138329778e-05,0.242,1.0,1.0,0.00225,0.005,-0.00485536573553,3,5,8,4,0,0
59841186,0.05,0.00454080099022,327.66,8.33354575254e-05,0.2494,1.0,1.0,0.00225,0.01,-0.00262812425752,4,8,7,4,0,0
15637556,0.05,0.00479123201891,327.66,8.13773656563e-05,0.2443,1.0,1.0,0.00225,0.015,-0.00414163590581,5,8,7,2,0,0
45705126,0.05,0.00805950154017,327.66,0.000174995092574,0.6462,1.0,1.0,0.00225,0.02,-0.00333627687126,8,12,9,9,2,5
88237325,0.05,0.00614894206932,327.66,0.000113525785935,0.384,1.0,1.0,0.00225,0.025,-0.00447808829671,7,10,10,4,1,1
14547192,0.05,0.00508482018937,327.66,0.000112894639971,0.3578,1.0,1.0,0.00225,0.03,-0.000583107828443,4,10,8,4,3,0
82699025,0.05,0.00368818223919,327.66,6.14300744298e-05,0.1781,1.0,1.0,0.00225,0.035,-0.00633901158179,3,5,7,2,0,0
88407047,0.05,0.00483398015323,327.66,8.71869872869e-05,0.2662,1.0,1.0,0.0025,0.005,-0.00242877845511,6,7,7,3,1,0
7301911,0.05,0.0059973958974,327.66,0.000119252281024,0.3732,1.0,1.0,0.0025,0.01,0.00243356446198,5,9,8,4,3,0
6300969,0.05,0.00545244027101,327.66,9.51055600658e-05,0.2993,1.0,1.0,0.0025,0.015,-0.00316762429217,6,9,6,3,2,0
18014534,0.05,0.0036365719042,327.66,6.23259938227e-05,0.1823,1.0,1.0,0.0025,0.02,-0.00580287186826,3,3,5,2,1,0
